time="2023-09-04T23:37:13+08:00" level=warning clientIp="::1" dataSize=35 host=DESKTOP-G503LMJ method=DELETE path=/v1/user/f91a9b60-1d2f-42a9-b7a5-0e58a5adbac2 spendTime="0 ms" status=401 userAgent=PostmanRuntime/7.29.0
me="2023-09-04T23:26:08+08:00" level=info clientIp="::1" dataSize=29 host=DESKTOP-G503LMJ method=DELETE path=/v1/user/E3400D62-32C7-AB6B-D481-5456389141E1 spendTime="74 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-09-04T23:26:30+08:00" level=info clientIp="::1" dataSize=29 host=DESKTOP-G503LMJ method=DELETE path=/v1/user/f91a9b60-1d2f-42a9-b7a5-0e58a5adbac2 spendTime="76 ms" status=200 userAgent=PostmanRuntime/7.29.0
7.29.0
time="2023-09-04T23:23:32+08:00" level=info clientIp="::1" dataSize=29 host=DESKTOP-G503LMJ method=DELETE path=/v1/user/221b1635-794f-4eaa-8fcd-c81d8b6e6507 spendTime="96521 ms" status=200 userAgent=PostmanRuntime/7.29.0
Agent=PostmanRuntime/7.29.0
time="2023-09-03T15:26:43+08:00" level=info clientIp="::1" dataSize=1853 host=DESKTOP-G503LMJ method=GET path=/v1/user/10/1 spendTime="120 ms" status=200 userAgent=PostmanRuntime/7.29.0
ntime/7.29.0
time="2023-04-11T23:36:36+08:00" level=info clientIp="::1" dataSize=236 host=DESKTOP-G503LMJ method=PUT path=/v1/user/4 spendTime="366 ms" status=200 userAgent=PostmanRuntime/7.29.0
ime/7.29.0
time="2023-04-11T22:44:30+08:00" level=info clientIp="::1" dataSize=221 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="392 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-04-11T22:44:31+08:00" level=info clientIp="::1" dataSize=221 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="270 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-04-11T22:44:32+08:00" level=info clientIp="::1" dataSize=221 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="271 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-04-11T22:44:33+08:00" level=info clientIp="::1" dataSize=221 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="285 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-04-11T22:44:33+08:00" level=info clientIp="::1" dataSize=221 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="244 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-04-11T22:44:45+08:00" level=info clientIp="::1" dataSize=220 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="243 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-04-11T22:44:48+08:00" level=info clientIp="::1" dataSize=220 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="219 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-04-11T22:44:49+08:00" level=info clientIp="::1" dataSize=220 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="238 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-04-11T22:44:50+08:00" level=info clientIp="::1" dataSize=220 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="274 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-04-11T22:44:51+08:00" level=info clientIp="::1" dataSize=220 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="275 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-04-11T22:44:52+08:00" level=info clientIp="::1" dataSize=220 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="244 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-04-11T22:44:52+08:00" level=info clientIp="::1" dataSize=220 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="318 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-04-11T22:44:53+08:00" level=info clientIp="::1" dataSize=220 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="259 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-04-11T22:44:54+08:00" level=info clientIp="::1" dataSize=220 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="228 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-04-11T22:44:55+08:00" level=info clientIp="::1" dataSize=220 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="301 ms" status=200 userAgent=PostmanRuntime/7.29.0
time="2023-04-11T22:44:55+08:00" level=info clientIp="::1" dataSize=220 host=DESKTOP-G503LMJ method=POST path=/v1/article spendTime="273 ms" status=200 userAgent=PostmanRuntime/7.29.0
tatus=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
time="2023-03-20T01:32:24+08:00" level=warning clientIp=127.0.0.1 dataSize=0 host=DESKTOP-G503LMJ method=POST path="/v1/user/:num/:size" spendTime="0 ms" status=404 userAgent=Go-http-client/1.1
